id,first_name,last_name,height,weight,birth_date,position,team,number,active,photo_url,latest_price,latest_price_updated,day_start_price,day_start_price_updated,last_modified
3061,Marcedes,Lewis,"6'6"",267,"1984-05-19 04:00:00",TE,GB,89,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.32,"2022-07-02 01:55:00",-5.32,"2022-07-02 00:00:00",NULL
3100,Andy,Lee,"6'1"",185,"1982-08-11 00:00:00",P,ARI,4,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
3341,Calais,Campbell,"6'8"",300,"1986-09-01 00:00:00",DE,BAL,93,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
3617,Duane,Brown,"6'4"",315,"1985-08-30 00:00:00",OT,SEA,76,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
3807,Ben,Roethlisberger,"6'5"",240,"1982-03-02 00:00:00",QB,PIT,7,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/3807.png,-0.57,"2022-07-02 01:55:00",-0.57,"2022-07-02 00:00:00",NULL
3843,C,Davis,NULL,NULL,NULL,NULL,NULL,39,0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/3843.png,0,NULL,0,NULL,NULL
3943,DeSean,Jackson,"5'10"",175,"1986-12-01 00:00:00",WR,PHI,10,1,https://s3-us-west-2.amazonaws.com/static.fan,-10.33,"2022-07-02 01:55:00",-10.33,"2022-07-02 00:00:00",NULL
4314,Tom,Brady,"6'4"",225,"1977-08-03 00:00:00",QB,TB,12,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/4314.png,-1.1,"2022-07-02 01:55:00",-1.1,"2022-07-02 00:00:00",NULL
4490,Johnathan,Joseph,"5'11"",186,"1984-04-16 00:00:00",CB,TEN,33,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
4633,Matt,Schaub,"6'6"",245,"1981-06-25 08:00:00",QB,ATL,8,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
4807,Adrian,Peterson,"6'1"",220,"1985-03-21 00:00:00",RB,DET,28,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.17,"2022-07-02 01:55:00",-5.17,"2022-07-02 00:00:00",NULL
4895,Thomas,"Davis Sr.","6'1"",235,"1983-03-22 00:00:00",OLB,WAS,58,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
4932,Eli,Manning,"6'5"",218,"1981-01-03 00:00:00",QB,NULL,10,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
5099,Andrew,Whitworth,"6'7"",330,"1981-12-12 00:00:00",OT,LAR,77,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
5282,Josh,McCown,"6'4"",218,"1979-07-04 00:00:00",QB,PHI,14,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
5377,John,Denney,"6'5"",255,"1978-12-13 00:00:00",LS,NULL,92,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
5571,Larry,Fitzgerald,"6'3"",218,"1983-08-31 00:00:00",WR,ARI,11,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/5571.png,-0.470001,"2022-07-02 01:55:00",-0.470001,"2022-07-02 00:00:00",NULL
5668,L.P.,Ladouceur,"6'5"",256,"1981-03-13 05:00:00",LS,DAL,91,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
5820,Frank,Gore,"5'9"",212,"1983-05-14 00:00:00",RB,NYJ,21,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.22,"2022-07-02 01:55:00",-5.22,"2022-07-02 00:00:00",NULL
5834,Matt,Moore,"6'3"",219,"1984-08-09 00:00:00",QB,KC,8,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
6198,Darren,Sproles,"5'6"",185,"1983-06-20 04:00:00",RB,NULL,NULL,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
6300,Don,Muhlbach,"6'4"",258,"1981-08-17 04:00:00",LS,DET,48,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
6739,Alex,Smith,"6'4"",213,"1984-05-07 00:00:00",QB,WAS,11,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
6767,Pierre,Garcon,"6'0"",210,"1986-08-08 00:00:00",WR,NULL,15,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
7175,Delanie,Walker,"6'1"",242,"1984-08-12 04:00:00",TE,NULL,NULL,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
7242,Drew,Brees,"6'0"",209,"1979-01-15 00:00:00",QB,NO,9,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/7242.png,18.36,"2022-07-02 01:55:00",18.36,"2022-07-02 00:00:00",NULL
7243,Eric,Weddle,"5'11"",200,"1985-01-04 05:00:00",FS,NULL,NULL,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
7509,John,Sullivan,"6'3"",301,"1985-08-08 00:00:00",C,NULL,65,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
7651,Matthew,Slater,"6'0"",205,"1985-09-09 00:00:00",WR,NE,18,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
8003,Korey,Toomer,"6'2"",234,"1988-12-09 00:00:00",ILB,NULL,56,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
8243,Dustin,Colquitt,"6'3"",210,"1982-05-06 00:00:00",P,PIT,4,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
8244,Philip,Rivers,"6'5"",228,"1981-12-08 00:00:00",QB,IND,17,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/8244.png,6.73,"2022-07-02 01:55:00",6.73,"2022-07-02 00:00:00",NULL
8283,Ryan,Fitzpatrick,"6'2"",228,"1982-11-24 00:00:00",QB,MIA,14,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/8283.png,11.33,"2022-07-02 01:55:00",11.33,"2022-07-02 00:00:00",NULL
8353,Patrick,Chung,"5'11"",215,"1987-08-19 00:00:00",FS,NE,23,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
8355,Julian,Edelman,"5'10"",198,"1986-05-22 00:00:00",WR,NE,11,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/8355.png,10.61,"2022-07-02 01:55:00",10.61,"2022-07-02 00:00:00",NULL
8358,Brian,Hoyer,"6'2"",216,"1985-10-13 00:00:00",QB,NE,2,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
8433,Kevin,Huber,"6'1"",210,"1985-07-16 00:00:00",P,CIN,10,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
8459,Andre,Smith,"6'4"",325,"1987-01-25 00:00:00",OT,BAL,76,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
8485,Alex,Mack,"6'4"",311,"1985-11-19 00:00:00",C,ATL,51,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
8504,Ramon,Foster,"6'6"",325,"1986-01-07 05:00:00",G,NULL,NULL,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
8534,Jared,Cook,"6'5"",254,"1987-04-07 08:00:00",TE,NO,87,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/8534.png,0.03,"2022-07-02 01:55:00",0.03,"2022-07-02 00:00:00",NULL
8550,Jason,McCourty,"5'11"",195,"1987-08-13 00:00:00",CB,NE,30,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
8679,Britton,Colquitt,"6'3"",210,"1985-03-20 05:00:00",P,MIN,2,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
8723,Matt,Cassel,"6'4"",230,"1982-05-17 00:00:00",QB,NULL,8,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
8750,Ryan,Succop,"6'3"",218,"1986-09-19 00:00:00",K,TB,3,1,https://s3-us-west-2.amazonaws.com/static.fan,-8.6,"2022-07-02 01:55:00",-8.6,"2022-07-02 00:00:00",NULL
8920,Jason,Peters,"6'4"",328,"1982-01-22 00:00:00",OT,PHI,71,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
9038,Matthew,Stafford,"6'3"",220,"1988-02-07 00:00:00",QB,DET,9,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/9038.png,9.05,"2022-07-02 01:55:00",9.05,"2022-07-02 00:00:00",NULL
9162,J.J.,Jansen,"6'2"",235,"1986-01-20 10:00:00",LS,CAR,44,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
9196,Malcolm,Jenkins,"6'0"",204,"1987-12-20 00:00:00",SS,NO,27,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
9201,Thomas,Morstead,"6'4"",235,"1986-03-08 00:00:00",P,NO,6,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
9223,Demar,Dotson,"6'9"",315,"1985-10-11 00:00:00",OT,DEN,78,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
9828,Ricky,Jean-Francois,"6'3"",295,"1986-11-23 00:00:00",DT,NULL,97,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
9902,Chase,Daniel,"6'0"",229,"1986-10-07 00:00:00",QB,DET,4,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
9906,Danny,Amendola,"5'11"",185,"1985-11-02 00:00:00",WR,DET,80,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.49,"2022-07-02 01:55:00",-5.49,"2022-07-02 00:00:00",NULL
10067,Brett,Kern,"6'2"",214,"1986-02-17 00:00:00",P,TEN,6,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
10333,Graham,Gano,"6'2"",202,"1987-04-09 00:00:00",K,NYG,5,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
10974,Rob,Gronkowski,"6'6"",268,"1989-05-14 00:00:00",TE,TB,87,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/10974.png,-0.18,"2022-07-02 01:55:00",-0.18,"2022-07-02 00:00:00",NULL
10978,Devin,McCourty,"5'10"",195,"1987-08-13 00:00:00",SS,NE,32,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11008,Morgan,Cox,"6'4"",235,"1986-04-26 00:00:00",LS,BAL,46,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11021,Geno,Atkins,"6'1"",300,"1988-03-28 00:00:00",DT,CIN,97,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11023,Carlos,Dunlap,"6'6"",277,"1989-02-28 00:00:00",DE,CIN,96,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11043,Joe,Haden,"5'11"",195,"1989-04-14 00:00:00",CB,PIT,23,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11047,Colt,McCoy,"6'1"",212,"1986-09-05 00:00:00",QB,NYG,12,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11062,Maurkice,Pouncey,"6'4"",304,"1989-07-24 00:00:00",C,PIT,53,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11063,Emmanuel,Sanders,"5'11"",180,"1987-03-17 00:00:00",WR,NO,17,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11063.png,14.3,"2022-07-02 01:55:00",14.3,"2022-07-02 00:00:00",NULL
11105,Kareem,Jackson,"5'10"",183,"1988-04-10 00:00:00",SS,DEN,22,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
11107,Sherrick,McManis,"5'11"",203,"1987-12-19 05:00:00",DB,CHI,27,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11120,Jon,Weeks,"5'10"",242,"1986-02-17 00:00:00",LS,HOU,46,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11132,Jerry,Hughes,"6'2"",254,"1988-08-13 00:00:00",DE,BUF,55,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
11151,Tyson,Alualu,"6'3"",304,"1987-05-12 00:00:00",DE,PIT,94,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11276,Sean,Lee,"6'2"",245,"1986-07-22 00:00:00",OLB,DAL,50,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
11289,Sam,Young,"6'8"",302,"1987-06-24 00:00:00",OT,LV,70,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11302,Linval,Joseph,"6'4"",329,"1988-10-10 00:00:00",NT,LAC,95,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11311,Kurt,Coleman,"5'11"",208,"1988-04-01 00:00:00",FS,NULL,NULL,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
11315,Brandon,Graham,"6'2"",265,"1988-04-03 00:00:00",DE,PHI,55,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11319,Austin,Howard,"6'7"",333,"1987-03-22 00:00:00",OT,NULL,78,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
11382,Ndamukong,Suh,"6'4"",313,"1987-01-06 00:00:00",NT,TB,93,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
11385,Bryan,Bulaga,"6'5"",314,"1989-03-21 00:00:00",OT,LAC,75,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
11414,Everson,Griffen,"6'3"",273,"1987-12-22 00:00:00",DE,DAL,97,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11422,Joe,"Webb III","6'4"",231,"1986-11-14 00:00:00",WR,DET,NULL,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
11437,Corey,Peters,"6'3"",335,"1988-06-08 04:00:00",DE,ARI,98,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11488,Jimmy,Graham,"6'6"",259,"1986-11-24 00:00:00",TE,CHI,80,1,https://s3-us-west-2.amazonaws.com/static.fan,-9.74,"2022-07-02 01:55:00",-9.74,"2022-07-02 00:00:00",NULL
11493,Patrick,Robinson,"5'11"",191,"1987-09-07 08:00:00",CB,NO,21,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11514,Gerald,McCoy,"6'4"",300,"1988-02-25 00:00:00",DT,NULL,NULL,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
11527,Sam,Bradford,"6'4"",236,"1987-11-08 00:00:00",QB,NULL,9,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
11535,Michael,Hoomanawanui,"6'4"",264,"1988-07-04 00:00:00",TE,NULL,84,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
11545,Rodger,"Saffold III","6'5"",325,"1988-06-06 00:00:00",G,TEN,76,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
11548,Darian,Stewart,"5'11"",214,"1988-08-04 08:00:00",FS,NULL,NULL,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
11565,Andre,Roberts,"5'11"",195,"1988-01-09 00:00:00",WR,BUF,18,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
11579,Tramaine,"Brock Sr.","6'0"",188,"1988-08-20 00:00:00",CB,NULL,NULL,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
11585,Mike,Iupati,"6'5"",331,"1987-05-12 00:00:00",G,SEA,70,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11589,Chris,Maragos,"5'10"",200,"1987-01-06 00:00:00",FS,NULL,42,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
11598,Kam,Chancellor,"6'3"",232,"1988-04-03 00:00:00",SS,NULL,31,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
11604,Russell,Okung,"6'5"",310,"1988-10-07 00:00:00",OT,CAR,76,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
11611,Golden,Tate,"5'10"",197,"1988-08-02 00:00:00",WR,NYG,15,1,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nfl/low-res/11611.png,20.79,"2022-07-02 01:55:00",20.79,"2022-07-02 00:00:00",NULL
11612,Earl,"Thomas III","5'10"",202,"1989-05-07 00:00:00",FS,NULL,NULL,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
11664,Richie,Incognito,"6'3"",325,"1983-07-05 00:00:00",G,LV,64,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11694,Nick,Folk,"6'1"",222,"1984-11-05 00:00:00",K,NE,6,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
11735,Mike,Nugent,"5'10"",190,"1982-03-02 00:00:00",K,ARI,2,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
11767,Steve,McLendon,"6'3"",310,"1986-01-03 00:00:00",NT,NYJ,99,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
11932,LeSean,McCoy,"5'11"",210,"1988-07-12 00:00:00",RB,TB,25,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
11963,Nick,Sundberg,"6'1"",254,"1987-07-29 04:00:00",LS,WAS,57,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
12109,Ted,"Ginn Jr.","5'11"",180,"1985-04-12 00:00:00",WR,CHI,19,1,https://s3-us-west-2.amazonaws.com/static.fan,-9.98,"2022-07-02 01:55:00",-9.98,"2022-07-02 00:00:00",NULL
12167,Reggie,Nelson,"5'11"",202,"1983-09-21 00:00:00",FS,NULL,27,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
12247,Jason,Pierre-Paul,"6'5"",275,"1989-01-01 00:00:00",OLB,TB,90,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
12308,Trent,Williams,"6'5"",320,"1988-07-19 00:00:00",OT,SF,71,1,https://s3-us-west-2.amazonaws.com/static.fan,-5.34,"2022-07-02 01:55:00",-5.34,"2022-07-02 00:00:00",NULL
12330,Clark,Harris,"6'5"",250,"1984-07-10 00:00:00",LS,CIN,46,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
12383,Mike,Windt,"6'1"",252,"1985-05-29 00:00:00",LS,NULL,47,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
12386,Marshawn,Lynch,"5'11"",215,"1986-04-22 00:00:00",RB,NULL,NULL,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
12450,Al,Woods,"6'4"",314,"1987-03-25 00:00:00",DT,JAX,97,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
12554,Andrew,Sendejo,"6'1"",210,"1987-09-09 00:00:00",FS,CLE,23,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
12562,Ramon,Humber,"5'11"",232,"1987-08-10 00:00:00",LB,NULL,50,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
12594,Stephen,Hauschka,"6'4"",210,"1985-06-29 00:00:00",K,JAX,3,1,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
12707,Jason,Kelce,"6'3"",295,"1987-11-05 00:00:00",C,PHI,62,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
12708,Dion,Lewis,"5'7"",193,"1990-09-27 00:00:00",RB,NYG,33,1,https://s3-us-west-2.amazonaws.com/static.fan,-10,"2022-07-02 01:55:00",-10,"2022-07-02 00:00:00",NULL
12741,Da'Norris,Searcy,"5'11"",223,"1988-11-16 00:00:00",SS,NULL,21,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
12742,Kelvin,Sheppard,"6'2"",250,"1988-01-02 00:00:00",OLB,NULL,51,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
12751,Charles,Clay,"6'3"",246,"1989-02-13 05:00:00",TE,NULL,NULL,0,https://s3-us-west-2.amazonaws.com/static.fan,0,NULL,0,NULL,NULL
